#! FIELDS d1 file.free der_d1
#! SET min_d1 0.17464
#! SET max_d1 0.789208
#! SET nbins_d1  88
#! SET periodic_d1 false
    0.174640000   -0.000000000   -0.000000000
    0.181704000   -0.003500763   -1.483030222
    0.188768000   -0.030158810   -7.500623098
    0.195832000   -0.132545477  -24.074716981
    0.202896000   -0.419508961  -61.222393722
    0.209960000   -1.078326356 -132.863767102
    0.217024000   -2.405637678 -251.733988880
    0.224088000   -4.754487945 -421.105699821
    0.231152000   -8.421555617 -618.578194503
    0.238216000  -13.450055110 -796.802401301
    0.245280000  -19.483479483 -892.884175335
    0.252344000  -25.756692454 -859.177003069
    0.259408000  -31.295152459 -688.461490623
    0.266472000  -35.263137168 -425.243121566
    0.273536000  -37.258305015 -142.813805157
    0.280600000  -37.405818169   88.389082681
    0.287664000  -36.226843718  229.218845647
    0.294728000  -34.379892988  279.959488807
    0.301792000  -32.426474278  264.907498614
    0.308856000  -30.705012026  220.050047459
    0.315920000  -29.323347575  172.622414544
    0.322984000  -28.239778394  136.243965862
    0.330048000  -27.366842522  112.253516720
    0.337112000  -26.630460916   96.883082801
    0.344176000  -25.991431766   84.200552137
    0.351240000  -25.451462535   67.583020688
    0.358304000  -25.043581046   46.684931845
    0.365368000  -24.809780704   18.149937748
    0.372432000  -24.797434881  -15.508998777
    0.379496000  -25.039176690  -52.606396719
    0.386560000  -25.526570622  -83.929561086
    0.393624000  -26.198729489 -103.875274483
    0.400688000  -26.962436710 -110.651098712
    0.407752000  -27.737287094 -107.247040142
    0.414816000  -28.466411787  -98.717771279
    0.421880000  -29.130132648  -88.757833001
    0.428944000  -29.719387327  -77.996789454
    0.436008000  -30.228067768  -66.406941895
    0.443072000  -30.660159898  -56.191554013
    0.450136000  -31.029013911  -48.881358505
    0.457200000  -31.360193188  -45.029758262
    0.464264000  -31.677001271  -44.669997508
    0.471328000  -31.993188884  -44.529041199
    0.478392000  -32.307248077  -44.200702564
    0.485456000  -32.624754284  -45.990905207
    0.492520000  -32.968646808  -52.349347947
    0.499584000  -33.368191332  -60.130431075
    0.506648000  -33.807363309  -62.422019184
    0.513712000  -34.218467190  -51.845488393
    0.520776000  -34.510590271  -28.530923822
    0.527840000  -34.608923620    0.640464597
    0.534904000  -34.517968176   23.183749695
    0.541968000  -34.309601785   33.098243398
    0.549032000  -34.069106274   34.211146985
    0.556096000  -33.841800015   29.938092045
    0.563160000  -33.639556205   27.489604034
    0.570224000  -33.453534249   24.448712717
    0.577288000  -33.307384263   15.550817631
    0.584352000  -33.239542558    3.423793684
    0.591416000  -33.254909120   -6.579070691
    0.598480000  -33.302050518   -4.277618484
    0.605544000  -33.287274764   11.427221405
    0.612608000  -33.114999354   39.155133751
    0.619672000  -32.723757773   72.285310791
    0.626736000  -32.094829378  105.476980285
    0.633800000  -31.245148207  134.086780247
    0.640864000  -30.209161130  158.585440289
    0.647928000  -29.013261891  179.446629803
    0.654992000  -27.677403775  198.808239906
    0.662056000  -26.197718955  221.274239103
    0.669120000  -24.536442044  250.556497511
    0.676184000  -22.636232489  289.168951577
    0.683248000  -20.431679337  335.481808451
    0.690312000  -17.890117545  383.215352493
    0.697376000  -15.049300265  418.002126478
    0.704440000  -12.039273390  429.052380702
    0.711504000   -9.066942011  406.487498994
    0.718568000   -6.372755913  351.420114122
    0.725632000   -4.146997307  276.338016234
    0.732696000   -2.480440507  195.738508162
    0.739760000   -1.354955349  125.332235704
    0.746824000   -0.670518989   71.795559460
    0.753888000   -0.297379351   36.815122678
    0.760952000   -0.115349697   16.703906627
    0.768016000   -0.037374076    6.596610537
    0.775080000   -0.009934484    2.067027783
    0.782144000   -0.001745071    0.399701984
    0.789208000   -0.000000042    0.135585055
