#Fields	CV1	free energy
0.2453510	19.0127390
0.2501303	16.7105625
0.2549095	14.0696919
0.2596888	11.4904935
0.2644681	9.4192459
0.2692473	8.0856588
0.2740266	7.4635062
0.2788058	7.3962834
0.2835851	7.7167625
0.2883644	8.3268134
0.2931436	9.1871902
0.2979229	10.2235312
0.3027022	11.3071778
0.3074814	12.3448010
0.3122607	13.3184452
0.3170399	14.2366372
0.3218192	15.0933145
0.3265985	15.8817726
0.3313777	16.6152643
0.3361570	17.3023449
0.3409363	17.9241584
0.3457155	18.4492663
0.3504948	18.8473159
0.3552740	19.1048991
0.3600533	19.2468327
0.3648326	19.3310546
0.3696118	19.4191323
0.3743911	19.5146396
0.3791704	19.5107243
0.3839496	19.2633801
0.3887289	18.7550006
0.3935081	18.1384408
0.3982874	17.5951743
0.4030667	17.1820272
0.4078459	16.8207860
0.4126252	16.4045373
0.4174045	15.8978231
0.4221837	15.3524258
0.4269630	14.8555896
0.4317422	14.4640492
0.4365215	14.1679209
0.4413008	13.9205084
0.4460800	13.6980735
0.4508593	13.4864453
0.4556386	13.2387741
0.4604178	12.9295786
0.4651971	12.6060010
0.4699763	12.3221437
0.4747556	12.0802908
0.4795349	11.8688630
0.4843141	11.7061247
0.4890934	11.6102584
0.4938727	11.5465585
0.4986519	11.4436217
0.5034312	11.2614932
0.5082104	11.0186934
0.5129897	10.7666782
0.5177690	10.5722356
0.5225482	10.4967354
0.5273275	10.5448747
0.5321068	10.6602012
0.5368860	10.7998968
0.5416653	10.9842226
0.5464445	11.2389679
0.5512238	11.4997111
0.5560031	11.6413450
0.5607823	11.6404130
0.5655616	11.6240897
0.5703409	11.7105742
0.5751201	11.8932113
0.5798994	12.0900251
0.5846786	12.2114836
0.5894579	12.2091010
0.5942372	12.1320081
0.5990164	12.0958698
0.6037957	12.1659332
0.6085750	12.2980049
0.6133542	12.3815741
0.6181335	12.3378568
0.6229127	12.2060176
0.6276920	12.0996017
0.6324713	12.0585950
0.6372505	12.0284977
0.6420298	11.9863618
0.6468091	11.9620379
0.6515883	11.9320020
0.6563676	11.8249779
0.6611468	11.6421318
0.6659261	11.4653778
0.6707054	11.3561317
0.6754846	11.3058431
0.6802639	11.2394016
0.6850432	11.0528300
0.6898224	10.7064620
0.6946017	10.2441597
0.6993809	9.6782595
0.7041602	8.9732123
0.7089395	8.2440964
0.7137187	inf
0.7184980	7.8617878
