#Fields	CV1	CV2	free energy
-3.1407770	-3.1408970	19.4883086
-3.1407770	-3.0774458	19.2324406
-3.1407770	-3.0139947	19.4946436
-3.1407770	-2.9505435	16.7758831
-3.1407770	-2.8870924	inf
-3.1407770	-2.8236412	19.5653346
-3.1407770	-2.7601900	inf
-3.1407770	-2.6967389	inf
-3.1407770	-2.6332877	inf
-3.1407770	-2.5698365	inf
-3.1407770	-2.5063854	inf
-3.1407770	-2.4429342	inf
-3.1407770	-2.3794831	inf
-3.1407770	-2.3160319	inf
-3.1407770	-2.2525807	inf
-3.1407770	-2.1891296	inf
-3.1407770	-2.1256784	inf
-3.1407770	-2.0622273	inf
-3.1407770	-1.9987761	inf
-3.1407770	-1.9353249	inf
-3.1407770	-1.8718738	inf
-3.1407770	-1.8084226	inf
-3.1407770	-1.7449714	inf
-3.1407770	-1.6815203	inf
-3.1407770	-1.6180691	inf
-3.1407770	-1.5546180	inf
-3.1407770	-1.4911668	inf
-3.1407770	-1.4277156	inf
-3.1407770	-1.3642645	inf
-3.1407770	-1.3008133	inf
-3.1407770	-1.2373622	inf
-3.1407770	-1.1739110	inf
-3.1407770	-1.1104598	inf
-3.1407770	-1.0470087	inf
-3.1407770	-0.9835575	inf
-3.1407770	-0.9201063	inf
-3.1407770	-0.8566552	inf
-3.1407770	-0.7932040	inf
-3.1407770	-0.7297529	inf
-3.1407770	-0.6663017	inf
-3.1407770	-0.6028505	inf
-3.1407770	-0.5393994	inf
-3.1407770	-0.4759482	inf
-3.1407770	-0.4124971	inf
-3.1407770	-0.3490459	inf
-3.1407770	-0.2855947	inf
-3.1407770	-0.2221436	inf
-3.1407770	-0.1586924	inf
-3.1407770	-0.0952412	inf
-3.1407770	-0.0317901	inf
-3.1407770	0.0316611	inf
-3.1407770	0.0951122	inf
-3.1407770	0.1585634	inf
-3.1407770	0.2220146	inf
-3.1407770	0.2854657	inf
-3.1407770	0.3489169	inf
-3.1407770	0.4123681	inf
-3.1407770	0.4758192	inf
-3.1407770	0.5392704	inf
-3.1407770	0.6027215	inf
-3.1407770	0.6661727	inf
-3.1407770	0.7296239	inf
-3.1407770	0.7930750	inf
-3.1407770	0.8565262	inf
-3.1407770	0.9199773	inf
-3.1407770	0.9834285	inf
-3.1407770	1.0468797	inf
-3.1407770	1.1103308	inf
-3.1407770	1.1737820	inf
-3.1407770	1.2372332	inf
-3.1407770	1.3006843	inf
-3.1407770	1.3641355	inf
-3.1407770	1.4275866	inf
-3.1407770	1.4910378	inf
-3.1407770	1.5544890	inf
-3.1407770	1.6179401	inf
-3.1407770	1.6813913	inf
-3.1407770	1.7448424	inf
-3.1407770	1.8082936	inf
-3.1407770	1.8717448	inf
-3.1407770	1.9351959	inf
-3.1407770	1.9986471	inf
-3.1407770	2.0620983	inf
-3.1407770	2.1255494	inf
-3.1407770	2.1890006	inf
-3.1407770	2.2524517	inf
-3.1407770	2.3159029	inf
-3.1407770	2.3793541	19.4737436
-3.1407770	2.4428052	19.5648456
-3.1407770	2.5062564	17.5820184
-3.1407770	2.5697075	18.0716425
-3.1407770	2.6331587	18.2009472
-3.1407770	2.6966099	19.4510296
-3.1407770	2.7600610	16.7817961
-3.1407770	2.8235122	17.6322946
-3.1407770	2.8869634	16.4193807
-3.1407770	2.9504145	15.2392321
-3.1407770	3.0138657	15.5564407
-3.1407770	3.0773168	16.1059726
-3.1407770	3.1407680	19.0776106

-3.0773348	-3.1408970	16.2207978
-3.0773348	-3.0774458	15.5124954
-3.0773348	-3.0139947	18.9398376
-3.0773348	-2.9505435	18.7159636
-3.0773348	-2.8870924	16.0240083
-3.0773348	-2.8236412	19.0185436
-3.0773348	-2.7601900	18.6804576
-3.0773348	-2.6967389	inf
-3.0773348	-2.6332877	inf
-3.0773348	-2.5698365	inf
-3.0773348	-2.5063854	inf
-3.0773348	-2.4429342	inf
-3.0773348	-2.3794831	inf
-3.0773348	-2.3160319	inf
-3.0773348	-2.2525807	inf
-3.0773348	-2.1891296	inf
-3.0773348	-2.1256784	inf
-3.0773348	-2.0622273	inf
-3.0773348	-1.9987761	inf
-3.0773348	-1.9353249	inf
-3.0773348	-1.8718738	inf
-3.0773348	-1.8084226	inf
-3.0773348	-1.7449714	inf
-3.0773348	-1.6815203	inf
-3.0773348	-1.6180691	inf
-3.0773348	-1.5546180	inf
-3.0773348	-1.4911668	inf
-3.0773348	-1.4277156	inf
-3.0773348	-1.3642645	inf
-3.0773348	-1.3008133	inf
-3.0773348	-1.2373622	inf
-3.0773348	-1.1739110	inf
-3.0773348	-1.1104598	inf
-3.0773348	-1.0470087	inf
-3.0773348	-0.9835575	inf
-3.0773348	-0.9201063	inf
-3.0773348	-0.8566552	inf
-3.0773348	-0.7932040	inf
-3.0773348	-0.7297529	inf
-3.0773348	-0.6663017	inf
-3.0773348	-0.6028505	inf
-3.0773348	-0.5393994	inf
-3.0773348	-0.4759482	inf
-3.0773348	-0.4124971	inf
-3.0773348	-0.3490459	inf
-3.0773348	-0.2855947	inf
-3.0773348	-0.2221436	inf
-3.0773348	-0.1586924	inf
-3.0773348	-0.0952412	inf
-3.0773348	-0.0317901	inf
-3.0773348	0.0316611	inf
-3.0773348	0.0951122	inf
-3.0773348	0.1585634	inf
-3.0773348	0.2220146	inf
-3.0773348	0.2854657	inf
-3.0773348	0.3489169	inf
-3.0773348	0.4123681	inf
-3.0773348	0.4758192	inf
-3.0773348	0.5392704	inf
-3.0773348	0.6027215	inf
-3.0773348	0.6661727	inf
-3.0773348	0.7296239	inf
-3.0773348	0.7930750	inf
-3.0773348	0.8565262	inf
-3.0773348	0.9199773	inf
-3.0773348	0.9834285	inf
-3.0773348	1.0468797	inf
-3.0773348	1.1103308	inf
-3.0773348	1.1737820	inf
-3.0773348	1.2372332	inf
-3.0773348	1.3006843	inf
-3.0773348	1.3641355	inf
-3.0773348	1.4275866	inf
-3.0773348	1.4910378	inf
-3.0773348	1.5544890	inf
-3.0773348	1.6179401	inf
-3.0773348	1.6813913	inf
-3.0773348	1.7448424	inf
-3.0773348	1.8082936	inf
-3.0773348	1.8717448	inf
-3.0773348	1.9351959	inf
-3.0773348	1.9986471	inf
-3.0773348	2.0620983	inf
-3.0773348	2.1255494	inf
-3.0773348	2.1890006	19.9194656
-3.0773348	2.2524517	inf
-3.0773348	2.3159029	20.0897176
-3.0773348	2.3793541	18.8376066
-3.0773348	2.4428052	18.4475226
-3.0773348	2.5062564	15.6187001
-3.0773348	2.5697075	14.8090958
-3.0773348	2.6331587	15.1601922
-3.0773348	2.6966099	13.9979109
-3.0773348	2.7600610	13.0885407
-3.0773348	2.8235122	12.0474628
-3.0773348	2.8869634	12.0925975
-3.0773348	2.9504145	12.4111469
-3.0773348	3.0138657	18.6367806
-3.0773348	3.0773168	16.3282614
-3.0773348	3.1407680	13.8540703

-3.0138927	-3.1408970	13.5569440
-3.0138927	-3.0774458	14.3476224
-3.0138927	-3.0139947	16.6626052
-3.0138927	-2.9505435	14.8442962
-3.0138927	-2.8870924	18.2825526
-3.0138927	-2.8236412	18.3229686
-3.0138927	-2.7601900	inf
-3.0138927	-2.6967389	inf
-3.0138927	-2.6332877	18.2223166
-3.0138927	-2.5698365	inf
-3.0138927	-2.5063854	inf
-3.0138927	-2.4429342	inf
-3.0138927	-2.3794831	inf
-3.0138927	-2.3160319	inf
-3.0138927	-2.2525807	inf
-3.0138927	-2.1891296	inf
-3.0138927	-2.1256784	inf
-3.0138927	-2.0622273	inf
-3.0138927	-1.9987761	inf
-3.0138927	-1.9353249	inf
-3.0138927	-1.8718738	inf
-3.0138927	-1.8084226	inf
-3.0138927	-1.7449714	inf
-3.0138927	-1.6815203	inf
-3.0138927	-1.6180691	inf
-3.0138927	-1.5546180	inf
-3.0138927	-1.4911668	inf
-3.0138927	-1.4277156	inf
-3.0138927	-1.3642645	inf
-3.0138927	-1.3008133	inf
-3.0138927	-1.2373622	inf
-3.0138927	-1.1739110	inf
-3.0138927	-1.1104598	inf
-3.0138927	-1.0470087	inf
-3.0138927	-0.9835575	inf
-3.0138927	-0.9201063	inf
-3.0138927	-0.8566552	inf
-3.0138927	-0.7932040	inf
-3.0138927	-0.7297529	inf
-3.0138927	-0.6663017	inf
-3.0138927	-0.6028505	inf
-3.0138927	-0.5393994	inf
-3.0138927	-0.4759482	inf
-3.0138927	-0.4124971	inf
-3.0138927	-0.3490459	inf
-3.0138927	-0.2855947	inf
-3.0138927	-0.2221436	inf
-3.0138927	-0.1586924	inf
-3.0138927	-0.0952412	inf
-3.0138927	-0.0317901	inf
-3.0138927	0.0316611	inf
-3.0138927	0.0951122	inf
-3.0138927	0.1585634	inf
-3.0138927	0.2220146	inf
-3.0138927	0.2854657	inf
-3.0138927	0.3489169	inf
-3.0138927	0.4123681	inf
-3.0138927	0.4758192	inf
-3.0138927	0.5392704	inf
-3.0138927	0.6027215	inf
-3.0138927	0.6661727	inf
-3.0138927	0.7296239	inf
-3.0138927	0.7930750	inf
-3.0138927	0.8565262	inf
-3.0138927	0.9199773	inf
-3.0138927	0.9834285	inf
-3.0138927	1.0468797	inf
-3.0138927	1.1103308	inf
-3.0138927	1.1737820	inf
-3.0138927	1.2372332	inf
-3.0138927	1.3006843	inf
-3.0138927	1.3641355	inf
-3.0138927	1.4275866	inf
-3.0138927	1.4910378	18.4357196
-3.0138927	1.5544890	inf
-3.0138927	1.6179401	inf
-3.0138927	1.6813913	inf
-3.0138927	1.7448424	inf
-3.0138927	1.8082936	inf
-3.0138927	1.8717448	inf
-3.0138927	1.9351959	inf
-3.0138927	1.9986471	inf
-3.0138927	2.0620983	inf
-3.0138927	2.1255494	inf
-3.0138927	2.1890006	inf
-3.0138927	2.2524517	18.3600706
-3.0138927	2.3159029	inf
-3.0138927	2.3793541	16.5125916
-3.0138927	2.4428052	16.7128653
-3.0138927	2.5062564	16.5576772
-3.0138927	2.5697075	14.6002437
-3.0138927	2.6331587	13.9962879
-3.0138927	2.6966099	12.4098728
-3.0138927	2.7600610	13.7214125
-3.0138927	2.8235122	12.0213574
-3.0138927	2.8869634	12.3818181
-3.0138927	2.9504145	12.8528549
-3.0138927	3.0138657	13.4117024
-3.0138927	3.0773168	13.4412588
-3.0138927	3.1407680	13.9729187

-2.9504505	-3.1408970	13.7093918
-2.9504505	-3.0774458	15.0084651
-2.9504505	-3.0139947	14.0780495
-2.9504505	-2.9505435	15.8781561
-2.9504505	-2.8870924	18.0397656
-2.9504505	-2.8236412	17.8867516
-2.9504505	-2.7601900	inf
-2.9504505	-2.6967389	inf
-2.9504505	-2.6332877	inf
-2.9504505	-2.5698365	inf
-2.9504505	-2.5063854	inf
-2.9504505	-2.4429342	inf
-2.9504505	-2.3794831	inf
-2.9504505	-2.3160319	inf
-2.9504505	-2.2525807	inf
-2.9504505	-2.1891296	inf
-2.9504505	-2.1256784	inf
-2.9504505	-2.0622273	inf
-2.9504505	-1.9987761	inf
-2.9504505	-1.9353249	inf
-2.9504505	-1.8718738	inf
-2.9504505	-1.8084226	inf
-2.9504505	-1.7449714	inf
-2.9504505	-1.6815203	inf
-2.9504505	-1.6180691	inf
-2.9504505	-1.5546180	inf
-2.9504505	-1.4911668	inf
-2.9504505	-1.4277156	inf
-2.9504505	-1.3642645	inf
-2.9504505	-1.3008133	inf
-2.9504505	-1.2373622	inf
-2.9504505	-1.1739110	inf
-2.9504505	-1.1104598	inf
-2.9504505	-1.0470087	inf
-2.9504505	-0.9835575	inf
-2.9504505	-0.9201063	inf
-2.9504505	-0.8566552	inf
-2.9504505	-0.7932040	inf
-2.9504505	-0.7297529	inf
-2.9504505	-0.6663017	inf
-2.9504505	-0.6028505	inf
-2.9504505	-0.5393994	inf
-2.9504505	-0.4759482	inf
-2.9504505	-0.4124971	inf
-2.9504505	-0.3490459	inf
-2.9504505	-0.2855947	inf
-2.9504505	-0.2221436	inf
-2.9504505	-0.1586924	inf
-2.9504505	-0.0952412	inf
-2.9504505	-0.0317901	inf
-2.9504505	0.0316611	inf
-2.9504505	0.0951122	inf
-2.9504505	0.1585634	inf
-2.9504505	0.2220146	inf
-2.9504505	0.2854657	inf
-2.9504505	0.3489169	inf
-2.9504505	0.4123681	inf
-2.9504505	0.4758192	inf
-2.9504505	0.5392704	inf
-2.9504505	0.6027215	inf
-2.9504505	0.6661727	inf
-2.9504505	0.7296239	inf
-2.9504505	0.7930750	inf
-2.9504505	0.8565262	inf
-2.9504505	0.9199773	inf
-2.9504505	0.9834285	inf
-2.9504505	1.0468797	inf
-2.9504505	1.1103308	inf
-2.9504505	1.1737820	inf
-2.9504505	1.2372332	inf
-2.9504505	1.3006843	inf
-2.9504505	1.3641355	inf
-2.9504505	1.4275866	inf
-2.9504505	1.4910378	inf
-2.9504505	1.5544890	inf
-2.9504505	1.6179401	inf
-2.9504505	1.6813913	inf
-2.9504505	1.7448424	inf
-2.9504505	1.8082936	inf
-2.9504505	1.8717448	inf
-2.9504505	1.9351959	inf
-2.9504505	1.9986471	inf
-2.9504505	2.0620983	inf
-2.9504505	2.1255494	inf
-2.9504505	2.1890006	inf
-2.9504505	2.2524517	inf
-2.9504505	2.3159029	17.7241386
-2.9504505	2.3793541	16.1534104
-2.9504505	2.4428052	16.0656509
-2.9504505	2.5062564	17.9485006
-2.9504505	2.5697075	14.2106721
-2.9504505	2.6331587	17.5414959
-2.9504505	2.6966099	13.8185380
-2.9504505	2.7600610	13.1406367
-2.9504505	2.8235122	11.6940450
-2.9504505	2.8869634	12.3913093
-2.9504505	2.9504145	12.1586484
-2.9504505	3.0138657	13.3989827
-2.9504505	3.0773168	12.8593657
-2.9504505	3.1407680	17.7820036

-2.8870083	-3.1408970	15.6278379
-2.8870083	-3.0774458	12.3875172
-2.8870083	-3.0139947	17.5229236
-2.8870083	-2.9505435	15.7337591
-2.8870083	-2.8870924	18.4247846
-2.8870083	-2.8236412	17.8750846
-2.8870083	-2.7601900	inf
-2.8870083	-2.6967389	inf
-2.8870083	-2.6332877	inf
-2.8870083	-2.5698365	inf
-2.8870083	-2.5063854	inf
-2.8870083	-2.4429342	inf
-2.8870083	-2.3794831	inf
-2.8870083	-2.3160319	inf
-2.8870083	-2.2525807	inf
-2.8870083	-2.1891296	inf
-2.8870083	-2.1256784	inf
-2.8870083	-2.0622273	inf
